,Name_URL,Name,Name1,Socket_CPU,FormFactor,MemoryMax,MemorySlots,Color
3307,https://pcpartpicker.com/product/gBw323/msi-motherboard-760gmp34fxbom,https://cdna.pcpartpicker.com/static/forever/images/product/74c1b3b0c0b9cb7e54489f2ccf12e252.med.256p.jpg,msi 760gm-p34 (fx) bom,AM3+,Micro ATX,16,2,
3308,https://pcpartpicker.com/product/hKYXsY/evga-motherboard-141hwe877kr,https://m.media-amazon.com/images/I/51DKE5F4ZVL.jpg,evga z87 ftw,LGA1150,ATX,32,4,Black / Red
3309,https://pcpartpicker.com/product/rRQypg/gigabyte-motherboard-gaz87xud5th,https://m.media-amazon.com/images/I/51ZD2TQjNlL.jpg,gigabyte ga-z87x-ud5 th,LGA1150,ATX,32,4,Black / Red
3310,https://pcpartpicker.com/product/zhW9TW/asrock-motherboard-fm2a75mpro4,https://images-na.ssl-images-amazon.com/images/I/61GeabFxtbL.jpg,asrock fm2a75m pro4+,FM2+,Micro ATX,64,4,Brown / Black
3311,https://pcpartpicker.com/product/ytjG3C/msi-motherboard-h81mp33v2,https://cdna.pcpartpicker.com/static/forever/images/product/52809c8a3cfdbd1b53b204b726b78214.256p.jpg,msi h81m-p33 v2,LGA1150,Micro ATX,16,2,Black / Blue
3312,https://pcpartpicker.com/product/PQtCmG/msi-motherboard-csmh81mp32,https://cdna.pcpartpicker.com/static/forever/images/product/b74a61dac97a010f6078812458da9607.med.256p.jpg,msi csm-h81m-p32,LGA1150,Micro ATX,16,2,Black / Blue
3313,https://pcpartpicker.com/product/cf6BD3/msi-motherboard-csmb85mp32,https://pcpartpicker.com/static/forever/img/no-image.png,msi csm-b85m-p32,LGA1150,Micro ATX,16,2,Black / Blue
3314,https://pcpartpicker.com/product/sY4gXL/msi-motherboard-csmb85me45,https://images-na.ssl-images-amazon.com/images/I/6153Bg5aynL.jpg,msi csm-b85m-e45,LGA1150,Micro ATX,32,4,Black / Blue
3315,https://pcpartpicker.com/product/xxyFf7/msi-motherboard-h81me35,https://cdna.pcpartpicker.com/static/forever/images/product/d6391ea9d950408df9afcf1a9092b829.256p.jpg,msi h81m-e35,LGA1150,Micro ATX,16,2,Black / Blue
3316,https://pcpartpicker.com/product/DXg323/biostar-motherboard-a88m,https://images-na.ssl-images-amazon.com/images/I/41pNMVUI0ZL.jpg,biostar a88m,FM2+,Micro ATX,32,2,Black / Red
3317,https://pcpartpicker.com/product/V87wrH/foxconn-motherboard-h81mxv,https://m.media-amazon.com/images/I/41qA7bjjM7L.jpg,foxconn h81mxv,LGA1150,Micro ATX,16,2,Black / Blue
3318,https://pcpartpicker.com/product/Hm4gXL/msi-motherboard-z87iac,https://cdna.pcpartpicker.com/static/forever/images/product/b73d148d33dc95a3ac17131d72090b70.256p.jpg,msi z87i ac,LGA1150,Mini ITX,16,2,Black / Silver
3319,https://pcpartpicker.com/product/p67wrH/gigabyte-motherboard-gab85nwifi,https://images-na.ssl-images-amazon.com/images/I/51wqkCb3p8L.jpg,gigabyte ga-b85n-wifi,LGA1150,Mini ITX,16,2,Black / Silver
